gender,age,education,income,marital_status,employment,state,citizenship_status,place_birth,parent_nativity,immigrant_generation,immigration_levels_opinion,legalization_support,deportation_worry,political_party
NA,73,1,NA,1,NA,3,NA,1,1,3,NA,0,NA,1
NA,58,3,NA,3,NA,4,NA,1,1,3,NA,0.5,NA,2
NA,29,3,NA,5,NA,3,NA,1,3,2,NA,1,NA,2
NA,35,3,NA,4,NA,2,NA,1,2,2,NA,0.5,NA,2
NA,74,1,NA,4,NA,1,NA,1,2,2,NA,1,NA,1
NA,20,1,NA,2,NA,3,NA,1,2,2,NA,0.5,NA,3
NA,48,1,NA,2,NA,3,NA,1,3,2,NA,0.5,NA,3
NA,43,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,2
NA,31,4,NA,NA,NA,4,NA,1,2,2,NA,0.5,NA,NA
NA,41,1,NA,5,NA,4,NA,1,3,2,NA,1,NA,NA
NA,40,3,NA,1,NA,4,NA,1,2,2,NA,0.5,NA,3
NA,71,4,NA,1,NA,4,NA,1,1,3,NA,0.5,NA,2
NA,28,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,18,1,NA,NA,NA,1,NA,1,2,2,NA,0.5,NA,2
NA,60,1,NA,5,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,19,1,NA,NA,NA,3,NA,1,2,2,NA,0.5,NA,3
NA,31,3,NA,5,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,28,1,NA,1,NA,4,NA,1,3,2,NA,1,NA,3
NA,19,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,23,1,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,3
NA,30,4,NA,1,NA,1,NA,1,2,2,NA,0.5,NA,3
NA,34,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,33,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,49,3,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,21,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,45,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,23,3,NA,2,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,34,1,NA,1,NA,1,NA,1,3,2,NA,1,NA,1
NA,41,1,NA,5,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,28,1,NA,5,NA,2,NA,1,NA,NA,NA,1,NA,3
NA,23,1,NA,NA,NA,2,NA,1,2,2,NA,0.5,NA,NA
NA,53,1,NA,4,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,30,1,NA,4,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,60,1,NA,3,NA,4,NA,NA,1,NA,NA,NA,NA,2
NA,30,1,NA,NA,NA,4,NA,1,1,3,NA,1,NA,3
NA,37,3,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA
NA,45,4,NA,4,NA,1,NA,1,NA,NA,NA,1,NA,3
NA,45,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA
NA,44,3,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,36,1,NA,NA,NA,2,NA,1,1,3,NA,0.5,NA,2
NA,74,1,NA,1,NA,4,NA,NA,3,NA,NA,0.5,NA,2
NA,30,1,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,38,1,NA,5,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,36,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,68,1,NA,4,NA,1,NA,1,3,2,NA,1,NA,2
NA,19,1,NA,NA,NA,3,NA,1,3,2,NA,1,NA,3
NA,40,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,33,1,NA,1,NA,2,NA,1,NA,NA,NA,1,NA,2
NA,50,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,60,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,43,2,NA,5,NA,4,NA,NA,1,NA,NA,NA,NA,3
NA,80,1,NA,1,NA,3,NA,1,3,2,NA,0.5,NA,1
NA,27,1,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,3
NA,22,1,NA,NA,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,36,1,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,2
NA,32,3,NA,1,NA,2,NA,1,NA,NA,NA,1,NA,2
NA,23,2,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,61,NA,NA,1,NA,1,NA,1,1,3,NA,0.5,NA,3
NA,20,1,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,NA,NA,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,55,1,NA,1,NA,1,NA,1,1,3,NA,1,NA,2
NA,45,4,NA,1,NA,1,NA,1,3,2,NA,0.5,NA,1
NA,27,1,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,60,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,53,NA,NA,5,NA,3,NA,1,1,3,NA,1,NA,1
NA,26,1,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,53,1,NA,1,NA,1,NA,1,1,3,NA,1,NA,1
NA,25,1,NA,2,NA,1,NA,1,1,3,NA,1,NA,2
NA,53,1,NA,2,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,50,NA,NA,1,NA,1,NA,1,3,2,NA,0.5,NA,2
NA,34,1,NA,2,NA,1,NA,1,1,3,NA,0.5,NA,3
NA,45,4,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,27,1,NA,1,NA,4,NA,1,3,2,NA,0.5,NA,2
NA,56,NA,NA,1,NA,4,NA,1,1,3,NA,0.5,NA,3
NA,37,1,NA,NA,NA,2,NA,NA,3,NA,NA,0.5,NA,2
NA,35,1,NA,1,NA,3,NA,1,3,2,NA,0.5,NA,2
NA,18,1,NA,2,NA,1,NA,1,3,2,NA,0.5,NA,3
NA,41,4,NA,1,NA,3,NA,1,3,2,NA,1,NA,3
NA,44,1,NA,1,NA,2,NA,1,NA,NA,NA,0.5,NA,NA
NA,28,1,NA,2,NA,2,NA,1,NA,NA,NA,1,NA,2
NA,32,1,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,3
NA,43,4,NA,1,NA,1,NA,1,3,2,NA,0.5,NA,2
NA,19,1,NA,2,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,32,NA,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,3
NA,33,3,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,NA
NA,35,1,NA,1,NA,2,NA,NA,NA,NA,NA,0.5,NA,NA
NA,21,1,NA,2,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,40,3,NA,1,NA,3,NA,NA,NA,NA,NA,0.5,NA,NA
NA,63,4,NA,4,NA,3,NA,1,1,3,NA,0.5,NA,NA
NA,46,1,NA,4,NA,2,NA,1,3,2,NA,0.5,NA,2
NA,26,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,35,4,NA,1,NA,3,NA,1,3,2,NA,NA,NA,3
NA,27,1,NA,1,NA,2,NA,1,NA,NA,NA,1,NA,NA
NA,37,1,NA,2,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,31,3,NA,2,NA,4,NA,1,3,2,NA,0.5,NA,2
NA,39,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,30,3,NA,5,NA,4,NA,1,NA,NA,NA,1,NA,2
NA,18,1,NA,NA,NA,1,NA,1,3,2,NA,1,NA,3
NA,53,4,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,20,1,NA,3,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,24,1,NA,1,NA,3,NA,1,1,3,NA,0.5,NA,1
NA,36,4,NA,NA,NA,1,NA,1,1,3,NA,1,NA,2
NA,43,1,NA,1,NA,3,NA,1,1,3,NA,0.5,NA,2
NA,26,4,NA,NA,NA,1,NA,1,3,2,NA,0.5,NA,2
NA,18,1,NA,NA,NA,1,NA,1,3,2,NA,1,NA,2
NA,62,4,NA,2,NA,1,NA,1,NA,NA,NA,0.5,NA,2
NA,41,3,NA,5,NA,1,NA,NA,NA,NA,NA,0.5,NA,2
NA,52,1,NA,5,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,18,3,NA,5,NA,3,NA,1,3,2,NA,0.5,NA,NA
NA,18,1,NA,NA,NA,3,NA,NA,3,NA,NA,0,NA,NA
NA,30,2,NA,NA,NA,3,NA,1,2,2,NA,1,NA,3
NA,40,1,NA,NA,NA,1,NA,1,3,2,NA,1,NA,NA
NA,51,1,NA,4,NA,4,NA,1,NA,NA,NA,0.5,NA,2
NA,40,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,19,1,NA,2,NA,4,NA,1,3,2,NA,1,NA,3
NA,NA,1,NA,3,NA,4,NA,NA,NA,NA,NA,0.5,NA,1
NA,25,3,NA,NA,NA,4,NA,1,3,2,NA,1,NA,2
NA,31,3,NA,NA,NA,4,NA,1,2,2,NA,1,NA,3
NA,52,4,NA,1,NA,4,NA,1,1,3,NA,0.5,NA,2
NA,20,1,NA,NA,NA,4,NA,1,2,2,NA,0,NA,NA
NA,33,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,48,4,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,52,1,NA,NA,NA,1,NA,1,3,2,NA,0.5,NA,2
NA,60,4,NA,1,NA,1,NA,1,NA,NA,NA,0,NA,1
NA,25,1,NA,2,NA,1,NA,1,NA,NA,NA,1,NA,3
NA,46,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,77,3,NA,3,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,48,4,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA
NA,20,1,NA,NA,NA,1,NA,1,2,2,NA,1,NA,NA
NA,52,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,1
NA,81,1,NA,3,NA,3,NA,1,NA,NA,NA,1,NA,2
NA,23,1,NA,NA,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,49,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,53,1,NA,NA,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,60,4,NA,3,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,90,3,NA,5,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,20,3,NA,NA,NA,2,NA,1,NA,NA,NA,1,NA,2
NA,50,4,NA,NA,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,33,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,40,3,NA,1,NA,1,NA,1,2,2,NA,0.5,NA,NA
NA,65,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,32,1,NA,2,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,54,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,22,3,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,48,1,NA,4,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,36,3,NA,1,NA,4,NA,1,1,3,NA,1,NA,2
NA,44,1,NA,NA,NA,3,NA,1,1,3,NA,1,NA,2
NA,35,1,NA,1,NA,4,NA,1,1,3,NA,0.5,NA,1
NA,30,1,NA,2,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,43,1,NA,1,NA,1,NA,1,NA,NA,NA,0.5,NA,3
NA,18,1,NA,NA,NA,4,NA,1,2,2,NA,1,NA,2
NA,48,4,NA,1,NA,4,NA,1,2,2,NA,0.5,NA,1
NA,31,1,NA,2,NA,4,NA,1,NA,NA,NA,0.5,NA,3
NA,28,NA,NA,1,NA,4,NA,1,3,2,NA,1,NA,3
NA,50,1,NA,2,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,46,1,NA,5,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,45,3,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,58,1,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,NA
NA,44,4,NA,4,NA,3,NA,1,3,2,NA,0.5,NA,2
NA,26,1,NA,2,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,26,1,NA,NA,NA,4,NA,1,3,2,NA,0.5,NA,3
NA,42,1,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,3
NA,29,1,NA,1,NA,4,NA,1,1,3,NA,0.5,NA,2
NA,50,1,NA,4,NA,4,NA,1,NA,NA,NA,1,NA,2
NA,60,3,NA,1,NA,4,NA,1,1,3,NA,1,NA,2
NA,27,1,NA,2,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,24,3,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,19,1,NA,NA,NA,1,NA,NA,3,NA,NA,1,NA,NA
NA,62,3,NA,1,NA,1,NA,1,1,3,NA,0.5,NA,1
NA,28,4,NA,1,NA,1,NA,1,NA,NA,NA,0.5,NA,3
NA,75,4,NA,3,NA,3,NA,1,NA,NA,NA,1,NA,1
NA,64,1,NA,4,NA,3,NA,NA,NA,NA,NA,1,NA,1
NA,38,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,86,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,74,1,NA,3,NA,3,NA,NA,NA,NA,NA,0.5,NA,1
NA,76,1,NA,3,NA,3,NA,1,2,2,NA,1,NA,2
NA,25,1,NA,2,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,40,3,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,40,1,NA,5,NA,1,NA,1,NA,NA,NA,0.5,NA,2
NA,32,1,NA,3,NA,4,NA,NA,1,NA,NA,0.5,NA,3
NA,44,1,NA,1,NA,2,NA,1,NA,NA,NA,1,NA,NA
NA,50,3,NA,4,NA,3,NA,1,3,2,NA,0.5,NA,2
NA,39,1,NA,2,NA,4,NA,1,NA,NA,NA,0.5,NA,NA
NA,30,1,NA,1,NA,3,NA,NA,NA,NA,NA,0.5,NA,3
NA,30,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,58,1,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,21,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,3
NA,77,1,NA,4,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,36,4,NA,NA,NA,4,NA,1,3,2,NA,0.5,NA,NA
NA,66,3,NA,1,NA,4,NA,1,1,3,NA,0.5,NA,2
NA,43,3,NA,4,NA,1,NA,1,3,2,NA,1,NA,NA
NA,19,1,NA,NA,NA,4,NA,1,NA,NA,NA,0.5,NA,3
NA,35,4,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,30,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,58,1,NA,1,NA,4,NA,1,1,3,NA,0.5,NA,2
NA,45,3,NA,4,NA,3,NA,1,NA,NA,NA,NA,NA,2
NA,37,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,3
NA,49,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA
NA,19,3,NA,NA,NA,3,NA,1,2,2,NA,0.5,NA,1
NA,46,1,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,3
NA,41,4,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,44,4,NA,3,NA,3,NA,1,1,3,NA,1,NA,NA
NA,73,1,NA,5,NA,4,NA,1,NA,NA,NA,1,NA,2
NA,25,1,NA,NA,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,29,1,NA,2,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,40,1,NA,1,NA,4,NA,1,3,2,NA,1,NA,3
NA,35,3,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,60,1,NA,3,NA,4,NA,1,1,3,NA,0.5,NA,3
NA,40,1,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,30,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,NA,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,2
NA,25,1,NA,NA,NA,1,NA,1,1,3,NA,0.5,NA,2
NA,35,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,66,4,NA,3,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,40,1,NA,1,NA,1,NA,1,1,3,NA,1,NA,NA
NA,51,1,NA,1,NA,1,NA,1,NA,NA,NA,0.5,NA,2
NA,74,1,NA,2,NA,1,NA,1,NA,NA,NA,0.5,NA,2
NA,67,1,NA,5,NA,3,NA,1,1,3,NA,1,NA,NA
NA,30,1,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,26,3,NA,4,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,57,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,2
NA,45,1,NA,5,NA,1,NA,1,NA,NA,NA,0.5,NA,3
NA,56,1,NA,1,NA,3,NA,1,1,3,NA,1,NA,2
NA,22,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,73,1,NA,3,NA,3,NA,NA,3,NA,NA,0,NA,2
NA,34,1,NA,1,NA,1,NA,1,3,2,NA,1,NA,1
NA,33,4,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,43,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,29,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,92,1,NA,3,NA,3,NA,1,NA,NA,NA,NA,NA,NA
NA,68,3,NA,4,NA,1,NA,1,1,3,NA,0,NA,2
NA,20,1,NA,NA,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,55,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,75,4,NA,4,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,45,1,NA,1,NA,1,NA,1,NA,NA,NA,0.5,NA,3
NA,37,4,NA,2,NA,2,NA,1,3,2,NA,1,NA,1
NA,41,1,NA,2,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,60,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
NA,30,1,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,NA
NA,43,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,3
NA,21,1,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,3
NA,55,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,30,1,NA,2,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,57,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,45,1,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,3
NA,68,1,NA,1,NA,4,NA,NA,NA,NA,NA,0.5,NA,2
NA,21,4,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,34,3,NA,1,NA,3,NA,1,3,2,NA,0.5,NA,1
NA,34,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,3
NA,32,1,NA,4,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,40,1,NA,2,NA,1,NA,1,NA,NA,NA,1,NA,3
NA,42,1,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,2
NA,50,1,NA,1,NA,4,NA,1,1,3,NA,0.5,NA,2
NA,55,1,NA,2,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,59,1,NA,4,NA,2,NA,1,1,3,NA,0.5,NA,2
NA,48,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,52,1,NA,5,NA,4,NA,1,NA,NA,NA,0.5,NA,3
NA,26,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,35,1,NA,NA,NA,4,NA,1,NA,NA,NA,0.5,NA,2
NA,28,NA,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,24,3,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,52,3,NA,4,NA,4,NA,1,3,2,NA,1,NA,NA
NA,70,3,NA,1,NA,4,NA,1,1,3,NA,0.5,NA,2
NA,31,1,NA,1,NA,4,NA,NA,NA,NA,NA,1,NA,NA
NA,NA,4,NA,1,NA,4,NA,NA,3,NA,NA,0.5,NA,2
NA,28,1,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,3
NA,54,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,37,1,NA,NA,NA,4,NA,1,1,3,NA,1,NA,2
NA,46,1,NA,3,NA,4,NA,1,NA,NA,NA,0.5,NA,2
NA,66,3,NA,2,NA,1,NA,1,3,2,NA,0,NA,2
NA,49,1,NA,4,NA,1,NA,1,NA,NA,NA,0.5,NA,NA
NA,37,4,NA,1,NA,3,NA,1,2,2,NA,0.5,NA,1
NA,39,4,NA,4,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,52,3,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,1
NA,19,1,NA,NA,NA,3,NA,1,3,2,NA,0.5,NA,2
NA,32,1,NA,2,NA,1,NA,1,3,2,NA,0.5,NA,2
NA,38,1,NA,4,NA,1,NA,1,1,3,NA,0.5,NA,NA
NA,59,1,NA,4,NA,3,NA,1,NA,NA,NA,1,NA,1
NA,24,1,NA,4,NA,1,NA,1,NA,NA,NA,0.5,NA,1
NA,23,4,NA,1,NA,1,NA,1,2,2,NA,1,NA,NA
NA,71,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,2
NA,40,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,69,1,NA,3,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,24,1,NA,1,NA,3,NA,1,2,2,NA,1,NA,NA
NA,28,1,NA,5,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,62,3,NA,4,NA,1,NA,1,NA,NA,NA,0.5,NA,2
NA,31,NA,NA,1,NA,3,NA,1,1,3,NA,1,NA,2
NA,37,3,NA,1,NA,3,NA,1,3,2,NA,0.5,NA,NA
NA,72,1,NA,3,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,42,3,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,57,1,NA,5,NA,1,NA,1,NA,NA,NA,0.5,NA,2
NA,56,1,NA,3,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,41,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,43,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,26,3,NA,NA,NA,1,NA,1,1,3,NA,1,NA,2
NA,NA,NA,NA,5,NA,3,NA,1,NA,NA,NA,1,NA,2
NA,59,3,NA,4,NA,1,NA,1,3,2,NA,0.5,NA,2
NA,20,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,66,1,NA,5,NA,3,NA,1,1,3,NA,1,NA,NA
NA,51,1,NA,4,NA,1,NA,1,NA,NA,NA,NA,NA,2
NA,22,1,NA,2,NA,2,NA,1,NA,NA,NA,1,NA,3
NA,28,1,NA,NA,NA,3,NA,NA,1,NA,NA,0.5,NA,2
NA,35,3,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,70,4,NA,1,NA,4,NA,1,1,3,NA,1,NA,2
NA,37,1,NA,5,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,NA,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,1
NA,35,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,26,1,NA,2,NA,4,NA,1,NA,NA,NA,0.5,NA,3
NA,65,1,NA,4,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,67,1,NA,4,NA,4,NA,1,NA,NA,NA,1,NA,2
NA,42,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,3
NA,36,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,0.5,NA,3
NA,23,3,NA,1,NA,4,NA,1,3,2,NA,0.5,NA,3
NA,50,1,NA,3,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,43,3,NA,2,NA,1,NA,1,NA,NA,NA,1,NA,3
NA,72,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,NA,1,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,NA
NA,28,1,NA,2,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,36,1,NA,1,NA,4,NA,1,1,3,NA,1,NA,NA
NA,34,1,NA,3,NA,2,NA,1,NA,NA,NA,1,NA,2
NA,53,1,NA,3,NA,1,NA,1,NA,NA,NA,0.5,NA,3
NA,57,1,NA,4,NA,1,NA,1,NA,NA,NA,0.5,NA,NA
NA,68,3,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,1
NA,62,4,NA,4,NA,3,NA,1,NA,NA,NA,1,NA,2
NA,69,1,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA
NA,NA,3,NA,4,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,74,1,NA,3,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,51,3,NA,4,NA,3,NA,1,NA,NA,NA,0.5,NA,3
