gender,age,education,income,marital_status,employment,state,citizenship_status,place_birth,parent_nativity,immigrant_generation,immigration_levels_opinion,legalization_support,deportation_worry,political_party
NA,34,1,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,3
NA,34,3,NA,5,NA,4,NA,1,1,3,NA,0,NA,1
NA,47,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,23,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,40,1,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,NA
NA,51,3,NA,2,NA,4,NA,1,1,3,NA,1,NA,NA
NA,36,1,NA,NA,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,38,1,NA,2,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,40,4,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,76,3,NA,1,NA,4,NA,1,2,2,NA,1,NA,2
NA,47,1,NA,NA,NA,1,NA,1,3,2,NA,0.5,NA,3
NA,33,4,NA,5,NA,3,NA,1,3,2,NA,0.5,NA,3
NA,48,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,19,1,NA,NA,NA,1,NA,1,3,2,NA,1,NA,3
NA,65,3,NA,3,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,25,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,3
NA,56,1,NA,5,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,35,1,NA,2,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,48,4,NA,NA,NA,3,NA,NA,2,NA,NA,1,NA,NA
NA,85,1,NA,3,NA,1,NA,NA,1,NA,NA,NA,NA,2
NA,39,4,NA,1,NA,1,NA,1,3,2,NA,0.5,NA,2
NA,39,3,NA,1,NA,1,NA,1,NA,NA,NA,0.5,NA,NA
NA,62,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,21,1,NA,2,NA,3,NA,1,NA,NA,NA,1,NA,2
NA,34,1,NA,1,NA,2,NA,1,NA,NA,NA,1,NA,NA
NA,33,3,NA,2,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,36,2,NA,5,NA,1,NA,NA,NA,NA,NA,0.5,NA,NA
NA,67,1,NA,1,NA,3,NA,NA,NA,NA,NA,0,NA,NA
NA,38,NA,NA,2,NA,1,NA,1,NA,NA,NA,0.5,NA,2
NA,30,1,NA,2,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,34,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,18,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,53,3,NA,1,NA,2,NA,NA,NA,NA,NA,0.5,NA,3
NA,41,4,NA,NA,NA,1,NA,1,1,3,NA,0.5,NA,2
NA,21,1,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,30,4,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,2
NA,57,1,NA,5,NA,1,NA,1,3,2,NA,0,NA,3
NA,25,1,NA,2,NA,4,NA,1,1,3,NA,0.5,NA,3
NA,42,3,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,2
NA,34,1,NA,2,NA,1,NA,1,1,3,NA,0,NA,2
NA,53,1,NA,2,NA,3,NA,1,NA,NA,NA,1,NA,1
NA,78,1,NA,4,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,43,4,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,36,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,3
NA,32,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,50,3,NA,4,NA,3,NA,1,NA,NA,NA,0,NA,1
NA,24,3,NA,NA,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,65,1,NA,NA,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,37,4,NA,1,NA,4,NA,NA,3,NA,NA,0,NA,1
NA,61,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,23,NA,NA,NA,NA,4,NA,1,3,2,NA,0.5,NA,2
NA,80,NA,NA,1,NA,3,NA,1,1,3,NA,1,NA,2
NA,52,1,NA,3,NA,4,NA,1,1,3,NA,0,NA,2
NA,50,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,62,1,NA,2,NA,4,NA,1,1,3,NA,0.5,NA,3
NA,21,3,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,2
NA,40,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,39,3,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,3
NA,34,1,NA,5,NA,2,NA,1,NA,NA,NA,1,NA,NA
NA,27,3,NA,2,NA,4,NA,1,2,2,NA,0.5,NA,1
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA
NA,45,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,1
NA,20,1,NA,NA,NA,4,NA,1,3,2,NA,0.5,NA,2
NA,43,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,2
NA,29,2,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,18,3,NA,NA,NA,4,NA,1,1,3,NA,0.5,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,65,1,NA,1,NA,3,NA,NA,NA,NA,NA,0.5,NA,1
NA,53,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,50,4,NA,1,NA,1,NA,1,NA,NA,NA,0.5,NA,NA
NA,36,1,NA,2,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,34,3,NA,NA,NA,1,NA,1,NA,NA,NA,0.5,NA,2
NA,24,1,NA,NA,NA,1,NA,1,3,2,NA,0.5,NA,3
NA,69,1,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,2
NA,39,1,NA,4,NA,4,NA,1,NA,NA,NA,NA,NA,3
NA,22,3,NA,NA,NA,1,NA,1,3,2,NA,0.5,NA,3
NA,40,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,1
NA,41,4,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA
NA,18,1,NA,NA,NA,3,NA,1,3,2,NA,1,NA,2
NA,46,4,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,40,3,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,49,4,NA,2,NA,1,NA,1,2,2,NA,0.5,NA,2
NA,26,1,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,1
NA,50,1,NA,1,NA,1,NA,1,NA,NA,NA,0.5,NA,2
NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,25,4,NA,1,NA,4,NA,1,2,2,NA,0.5,NA,3
NA,18,1,NA,NA,NA,3,NA,1,3,2,NA,0.5,NA,2
NA,35,4,NA,4,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,26,1,NA,1,NA,1,NA,1,NA,NA,NA,0.5,NA,2
NA,NA,4,NA,5,NA,1,NA,1,NA,NA,NA,0.5,NA,3
NA,77,3,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,55,3,NA,1,NA,4,NA,1,1,3,NA,0.5,NA,2
NA,31,4,NA,4,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,36,3,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,33,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,54,4,NA,3,NA,1,NA,1,NA,NA,NA,0.5,NA,NA
NA,NA,2,NA,NA,NA,3,NA,1,1,3,NA,0.5,NA,NA
NA,70,1,NA,3,NA,4,NA,1,3,2,NA,NA,NA,3
NA,31,2,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,63,NA,NA,3,NA,4,NA,1,NA,NA,NA,0.5,NA,2
NA,58,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
NA,45,4,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,62,NA,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,23,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA
NA,59,4,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,66,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2
NA,65,1,NA,1,NA,1,NA,NA,3,NA,NA,0.5,NA,2
NA,58,3,NA,4,NA,3,NA,1,NA,NA,NA,NA,NA,3
NA,37,4,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,38,3,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,58,1,NA,5,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,78,1,NA,3,NA,1,NA,1,3,2,NA,1,NA,2
NA,27,4,NA,NA,NA,1,NA,1,NA,NA,NA,0.5,NA,3
NA,58,1,NA,1,NA,1,NA,NA,3,NA,NA,1,NA,NA
NA,24,3,NA,NA,NA,1,NA,1,NA,NA,NA,0.5,NA,3
NA,34,3,NA,1,NA,1,NA,1,NA,NA,NA,0.5,NA,3
NA,33,3,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,38,1,NA,4,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,61,3,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,32,1,NA,1,NA,1,NA,1,NA,NA,NA,0.5,NA,2
NA,NA,1,NA,5,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,82,4,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,2
NA,48,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,3
NA,32,1,NA,1,NA,3,NA,1,3,2,NA,1,NA,NA
NA,52,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,50,1,NA,1,NA,1,NA,1,NA,NA,NA,0.5,NA,2
NA,55,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,45,4,NA,1,NA,3,NA,1,3,2,NA,1,NA,2
NA,70,1,NA,1,NA,3,NA,NA,NA,NA,NA,0.5,NA,1
NA,71,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,75,3,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,47,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,60,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,69,1,NA,1,NA,1,NA,1,1,3,NA,1,NA,2
NA,NA,1,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,33,1,NA,1,NA,1,NA,1,3,2,NA,1,NA,2
NA,NA,3,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,NA
NA,50,3,NA,1,NA,4,NA,1,1,3,NA,1,NA,1
NA,29,1,NA,3,NA,4,NA,1,NA,NA,NA,0.5,NA,3
NA,25,2,NA,2,NA,1,NA,1,NA,NA,NA,1,NA,3
NA,81,1,NA,3,NA,3,NA,1,NA,NA,NA,1,NA,1
NA,46,1,NA,4,NA,3,NA,NA,NA,NA,NA,1,NA,NA
NA,25,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,47,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,1
NA,64,3,NA,1,NA,1,NA,1,1,3,NA,0.5,NA,2
NA,35,1,NA,3,NA,1,NA,NA,NA,NA,NA,0.5,NA,NA
NA,21,1,NA,NA,NA,4,NA,1,NA,NA,NA,0.5,NA,3
NA,33,3,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,2
NA,42,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,45,3,NA,4,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,32,1,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA
NA,55,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,83,1,NA,4,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,72,1,NA,3,NA,3,NA,NA,NA,NA,NA,0.5,NA,1
NA,24,1,NA,1,NA,1,NA,1,3,2,NA,0.5,NA,NA
NA,58,3,NA,4,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,62,3,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,65,1,NA,4,NA,1,NA,NA,1,NA,NA,0.5,NA,2
NA,73,1,NA,3,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,62,1,NA,4,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,41,1,NA,1,NA,1,NA,1,3,2,NA,0.5,NA,2
NA,89,1,NA,3,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,73,1,NA,1,NA,3,NA,NA,NA,NA,NA,0.5,NA,1
NA,80,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,1
NA,40,4,NA,NA,NA,3,NA,NA,NA,NA,NA,0.5,NA,NA
NA,57,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,69,NA,NA,4,NA,4,NA,1,1,3,NA,1,NA,2
NA,59,NA,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,67,1,NA,1,NA,1,NA,1,3,2,NA,1,NA,2
NA,28,1,NA,1,NA,2,NA,1,3,2,NA,0.5,NA,2
NA,29,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,36,2,NA,1,NA,2,NA,1,NA,NA,NA,0.5,NA,1
NA,56,NA,NA,1,NA,1,NA,1,3,2,NA,0.5,NA,1
NA,37,3,NA,NA,NA,1,NA,1,3,2,NA,0,NA,2
NA,52,4,NA,1,NA,2,NA,1,NA,NA,NA,1,NA,2
NA,47,1,NA,1,NA,4,NA,1,1,3,NA,0,NA,1
NA,33,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,2
NA,30,1,NA,4,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,43,3,NA,4,NA,4,NA,1,1,3,NA,0.5,NA,2
NA,39,4,NA,1,NA,4,NA,1,1,3,NA,1,NA,2
NA,30,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,NA,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,27,1,NA,2,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,64,4,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,3
NA,33,1,NA,1,NA,1,NA,1,NA,NA,NA,0.5,NA,2
NA,89,1,NA,3,NA,3,NA,NA,NA,NA,NA,0.5,NA,2
NA,48,3,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,2
NA,NA,NA,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,NA
NA,43,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,43,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,77,1,NA,1,NA,4,NA,NA,NA,NA,NA,1,NA,2
NA,27,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,40,1,NA,NA,NA,3,NA,1,2,2,NA,1,NA,2
NA,85,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,3
NA,38,1,NA,1,NA,4,NA,NA,NA,NA,NA,1,NA,2
NA,NA,NA,NA,4,NA,2,NA,1,NA,NA,NA,1,NA,2
NA,71,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,2
NA,43,3,NA,1,NA,4,NA,NA,NA,NA,NA,1,NA,2
NA,36,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,52,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,53,1,NA,1,NA,3,NA,1,NA,NA,NA,0,NA,1
NA,65,1,NA,5,NA,4,NA,1,NA,NA,NA,0.5,NA,NA
NA,28,3,NA,NA,NA,4,NA,1,NA,NA,NA,0.5,NA,NA
NA,64,1,NA,4,NA,4,NA,1,NA,NA,NA,0.5,NA,NA
NA,51,4,NA,5,NA,4,NA,1,1,3,NA,1,NA,NA
NA,65,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,23,1,NA,1,NA,4,NA,1,3,2,NA,1,NA,2
NA,49,1,NA,5,NA,4,NA,1,NA,NA,NA,0.5,NA,2
NA,30,3,NA,2,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,80,1,NA,3,NA,3,NA,NA,NA,NA,NA,0.5,NA,NA
NA,62,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,52,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,25,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,29,1,NA,4,NA,4,NA,1,NA,NA,NA,0.5,NA,NA
NA,49,1,NA,NA,NA,2,NA,1,NA,NA,NA,1,NA,2
NA,30,4,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,2
NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,33,1,NA,NA,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,46,1,NA,NA,NA,4,NA,1,NA,NA,NA,0.5,NA,2
NA,70,1,NA,3,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,53,4,NA,NA,NA,3,NA,1,3,2,NA,1,NA,2
NA,65,1,NA,1,NA,4,NA,1,1,3,NA,NA,NA,2
NA,81,1,NA,3,NA,4,NA,1,3,2,NA,1,NA,2
NA,56,1,NA,1,NA,4,NA,1,1,3,NA,0.5,NA,2
NA,93,1,NA,3,NA,4,NA,NA,1,NA,NA,NA,NA,NA
NA,51,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,33,4,NA,1,NA,4,NA,1,1,3,NA,1,NA,1
NA,38,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,2
NA,47,1,NA,1,NA,1,NA,1,NA,NA,NA,0,NA,NA
NA,21,1,NA,NA,NA,3,NA,1,3,2,NA,1,NA,3
NA,31,4,NA,1,NA,4,NA,1,3,2,NA,0.5,NA,2
NA,46,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,39,1,NA,1,NA,4,NA,NA,1,NA,NA,0.5,NA,3
NA,23,1,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,72,4,NA,1,NA,3,NA,1,3,2,NA,0.5,NA,3
NA,40,3,NA,2,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,40,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,56,1,NA,1,NA,4,NA,NA,NA,NA,NA,0.5,NA,3
NA,55,4,NA,1,NA,4,NA,1,1,3,NA,1,NA,1
NA,76,1,NA,1,NA,3,NA,1,1,3,NA,1,NA,2
NA,27,4,NA,3,NA,4,NA,1,3,2,NA,1,NA,3
NA,30,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,NA,1,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,NA
NA,53,4,NA,1,NA,4,NA,1,1,3,NA,1,NA,3
NA,24,3,NA,NA,NA,2,NA,1,3,2,NA,0.5,NA,2
NA,19,1,NA,NA,NA,4,NA,1,2,2,NA,1,NA,NA
NA,72,3,NA,4,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,18,1,NA,NA,NA,2,NA,1,3,2,NA,1,NA,NA
NA,52,1,NA,NA,NA,3,NA,1,NA,NA,NA,0.5,NA,3
NA,30,1,NA,1,NA,2,NA,1,NA,NA,NA,1,NA,1
NA,57,4,NA,1,NA,3,NA,1,1,3,NA,0.5,NA,2
NA,50,1,NA,2,NA,1,NA,1,NA,NA,NA,0.5,NA,2
NA,22,4,NA,NA,NA,3,NA,1,1,3,NA,1,NA,2
NA,51,3,NA,2,NA,1,NA,1,3,2,NA,1,NA,2
NA,37,3,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,2
NA,42,1,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,26,3,NA,NA,NA,1,NA,1,3,2,NA,0.5,NA,2
NA,59,1,NA,2,NA,4,NA,1,NA,NA,NA,0.5,NA,NA
NA,21,1,NA,NA,NA,4,NA,1,3,2,NA,0.5,NA,1
NA,47,2,NA,2,NA,3,NA,1,1,3,NA,1,NA,2
NA,19,1,NA,NA,NA,4,NA,1,NA,NA,NA,1,NA,3
NA,24,1,NA,NA,NA,4,NA,1,1,3,NA,1,NA,2
NA,26,3,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,2
NA,32,1,NA,NA,NA,4,NA,1,1,3,NA,1,NA,1
NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,1,NA,NA
NA,28,1,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,2
NA,48,4,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,30,1,NA,1,NA,4,NA,1,NA,NA,NA,0.5,NA,NA
NA,38,1,NA,1,NA,1,NA,1,3,2,NA,1,NA,2
NA,52,3,NA,1,NA,2,NA,1,1,3,NA,0,NA,1
NA,NA,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,41,4,NA,1,NA,1,NA,1,3,2,NA,1,NA,3
NA,32,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,3
NA,48,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,3
NA,19,1,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,30,3,NA,NA,NA,4,NA,1,NA,NA,NA,1,NA,2
NA,35,1,NA,2,NA,4,NA,1,NA,NA,NA,1,NA,2
NA,62,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,2
NA,68,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,50,NA,NA,2,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,84,4,NA,3,NA,3,NA,1,NA,NA,NA,1,NA,1
NA,65,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,40,1,NA,4,NA,1,NA,1,3,2,NA,0.5,NA,2
NA,71,1,NA,5,NA,1,NA,1,NA,NA,NA,1,NA,2
NA,73,1,NA,3,NA,1,NA,1,NA,NA,NA,0.5,NA,1
NA,32,1,NA,NA,NA,1,NA,1,3,2,NA,1,NA,2
NA,19,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,79,4,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,36,4,NA,2,NA,1,NA,1,1,3,NA,1,NA,NA
NA,61,4,NA,4,NA,1,NA,1,NA,NA,NA,0.5,NA,2
NA,69,4,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,1
NA,24,1,NA,2,NA,1,NA,1,2,2,NA,0.5,NA,2
NA,27,4,NA,1,NA,3,NA,1,1,3,NA,0.5,NA,1
NA,48,3,NA,NA,NA,1,NA,NA,3,NA,NA,1,NA,NA
NA,45,1,NA,1,NA,1,NA,1,NA,NA,NA,0.5,NA,NA
NA,43,NA,NA,4,NA,3,NA,1,3,2,NA,0.5,NA,2
NA,50,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,2
NA,40,1,NA,2,NA,4,NA,1,NA,NA,NA,0.5,NA,3
NA,39,4,NA,1,NA,4,NA,1,3,2,NA,1,NA,2
NA,60,1,NA,1,NA,3,NA,NA,NA,NA,NA,0.5,NA,3
NA,36,3,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0.5,NA,NA
NA,48,4,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,61,1,NA,1,NA,1,NA,1,1,3,NA,0.5,NA,2
NA,53,1,NA,NA,NA,4,NA,1,NA,NA,NA,1,NA,2
NA,57,3,NA,NA,NA,1,NA,1,NA,NA,NA,0.5,NA,1
NA,38,3,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA
NA,32,1,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,2
NA,50,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA
NA,38,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,1
NA,77,4,NA,1,NA,3,NA,NA,NA,NA,NA,0.5,NA,1
NA,80,3,NA,4,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,35,3,NA,NA,NA,3,NA,1,NA,NA,NA,0.5,NA,NA
NA,86,1,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,24,3,NA,NA,NA,3,NA,1,3,2,NA,0.5,NA,2
NA,92,1,NA,3,NA,3,NA,NA,NA,NA,NA,1,NA,1
NA,19,1,NA,NA,NA,1,NA,NA,1,NA,NA,0.5,NA,2
NA,45,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,2
NA,49,4,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,3
NA,82,4,NA,1,NA,3,NA,1,NA,NA,NA,0.5,NA,1
NA,63,4,NA,1,NA,3,NA,1,NA,NA,NA,NA,NA,1
NA,22,3,NA,NA,NA,3,NA,1,3,2,NA,1,NA,3
NA,20,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
NA,47,3,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,1
NA,46,4,NA,1,NA,3,NA,1,3,2,NA,0,NA,2
NA,40,1,NA,1,NA,1,NA,1,3,2,NA,0.5,NA,NA
NA,52,3,NA,1,NA,1,NA,1,3,2,NA,1,NA,1
NA,30,1,NA,1,NA,3,NA,1,NA,NA,NA,1,NA,NA
NA,18,1,NA,NA,NA,1,NA,1,3,2,NA,1,NA,NA
