survey_year,gender,age,education,income,marital_status,employment,state,citizenship_status,place_birth,parent_nativity,immigrant_generation,immigration_levels_opinion,legalization_support,deportation_worry,political_party
2007,1,50,1,5,2,1,NA,NA,2,3,1,1,NA,4,3
2007,1,30,1,6,1,1,NA,NA,2,3,1,3,NA,4,1
2007,1,62,1,3,1,2,NA,NA,2,3,1,3,NA,2,1
2007,2,42,1,4,1,2,NA,NA,2,3,1,1,NA,4,1
2007,2,42,1,23,1,1,NA,2,1,3,2,2,NA,4,NA
2007,1,58,1,2,1,2,NA,NA,2,3,1,1,NA,4,1
2007,2,24,1,4,5,2,NA,2,1,3,2,1,NA,2,NA
2007,1,33,1,23,1,1,NA,2,1,2,2,3,NA,1,3
2007,1,35,1,4,5,2,NA,NA,2,3,1,3,NA,2,1
2007,2,35,1,12,1,2,NA,NA,2,3,1,3,NA,3,1
2007,1,35,1,3,5,2,NA,NA,2,3,1,1,NA,4,3
2007,1,56,1,22,1,1,NA,2,1,2,2,3,NA,3,1
2007,2,35,1,22,1,1,NA,2,1,1,3,3,NA,1,1
2007,2,27,1,12,1,2,NA,NA,2,3,1,1,NA,3,3
2007,1,30,1,11,1,1,NA,NA,2,3,1,3,NA,3,3
2007,2,40,1,11,5,1,NA,NA,2,3,1,3,NA,4,3
2007,2,30,1,24,1,1,NA,NA,2,3,1,1,NA,1,1
2007,1,47,1,5,3,1,NA,NA,2,3,1,3,NA,4,1
2007,1,29,1,5,1,1,NA,NA,2,3,1,3,NA,1,2
2007,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,NA,1,3
2007,2,45,1,3,1,1,NA,NA,2,3,1,3,NA,4,2
2007,2,36,1,4,5,2,NA,NA,2,3,1,3,NA,3,NA
2007,2,58,1,2,3,2,NA,NA,2,3,1,1,NA,3,1
2007,2,60,1,24,1,2,NA,2,1,2,2,1,NA,2,1
2007,1,33,1,22,3,1,NA,NA,2,1,1,1,NA,4,1
2007,1,34,1,21,1,1,NA,NA,2,3,1,3,NA,4,3
2007,1,28,1,12,5,1,NA,2,1,1,3,3,NA,1,3
2007,2,28,1,11,5,1,NA,2,1,3,2,3,NA,3,3
2007,2,70,1,NA,3,2,NA,2,1,1,3,2,NA,1,1
2007,1,54,1,4,5,1,NA,2,1,1,3,1,NA,1,2
2007,2,33,1,25,1,1,NA,1,1,1,3,1,NA,1,1
2007,1,45,1,12,1,1,NA,NA,2,3,1,1,NA,2,1
2007,1,30,1,5,1,1,NA,NA,2,3,1,1,NA,3,1
2007,2,33,1,3,2,2,NA,NA,2,3,1,3,NA,4,NA
2007,1,38,1,5,1,1,NA,NA,2,3,1,1,NA,3,NA
2007,2,52,1,11,3,1,NA,2,1,2,2,1,NA,1,1
2007,2,49,NA,22,1,1,NA,2,1,1,3,3,NA,1,1
2007,2,70,1,2,4,2,NA,NA,2,3,1,NA,NA,1,NA
2007,1,32,1,14,1,1,NA,NA,2,3,1,3,NA,4,1
2007,2,26,1,6,2,2,NA,1,1,1,3,3,NA,1,NA
2007,1,30,1,NA,5,2,NA,NA,2,3,1,3,NA,1,3
2007,2,33,1,11,3,1,NA,NA,2,3,1,3,NA,4,2
2007,2,21,1,6,1,1,NA,NA,2,2,1,NA,NA,4,1
2007,1,53,1,21,1,1,NA,NA,2,3,1,3,NA,3,3
2007,2,44,1,NA,1,2,NA,NA,2,3,1,NA,NA,1,NA
2007,1,41,1,14,1,1,NA,2,1,3,2,3,NA,1,1
2007,2,36,1,6,3,1,NA,NA,2,3,1,3,NA,4,NA
2007,1,36,1,3,5,2,NA,2,1,1,3,1,NA,2,3
2007,2,42,1,27,1,1,NA,NA,2,3,1,2,NA,4,NA
2007,2,29,1,12,2,1,NA,2,1,1,3,1,NA,4,2
2007,2,39,1,12,1,1,NA,NA,2,3,1,3,NA,3,3
2007,2,72,1,NA,4,2,NA,NA,2,3,1,NA,NA,3,2
2007,2,37,1,25,5,2,NA,NA,2,2,1,1,NA,1,3
2007,2,32,1,NA,1,1,NA,NA,2,3,1,3,NA,2,1
2007,2,37,1,23,1,1,NA,NA,2,3,1,1,NA,1,1
2007,2,44,1,3,5,1,NA,1,1,1,3,2,NA,3,2
2007,1,52,1,14,1,1,NA,NA,2,3,1,1,NA,1,2
2007,2,41,1,3,1,1,NA,NA,2,3,1,NA,NA,4,1
2007,1,25,1,6,1,1,NA,NA,2,3,1,2,NA,3,3
2007,1,76,1,3,4,2,NA,2,1,1,3,1,NA,1,1
2007,1,34,1,3,1,2,NA,2,1,3,2,1,NA,3,NA
2007,2,49,1,4,3,1,NA,NA,2,3,1,3,NA,4,NA
2007,1,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,NA,2,1
2007,2,42,1,4,3,1,NA,NA,2,3,1,3,NA,4,3
2007,1,38,1,4,2,1,NA,NA,2,3,1,3,NA,4,3
2007,1,53,1,NA,1,2,NA,NA,2,3,1,2,NA,1,3
2007,2,36,1,4,1,1,NA,2,1,3,2,NA,NA,4,2
2007,2,59,1,3,4,2,NA,NA,2,3,1,3,NA,3,NA
2007,2,39,1,4,3,2,NA,NA,2,3,1,1,NA,2,1
2007,2,52,1,22,1,2,NA,NA,2,3,1,1,NA,1,NA
2007,2,36,1,5,5,1,NA,NA,2,3,1,3,NA,4,3
2007,2,30,1,13,5,1,NA,NA,2,3,1,1,NA,2,1
2007,2,86,1,NA,4,2,NA,2,1,2,2,NA,NA,NA,1
2007,1,43,1,6,1,1,NA,2,1,1,3,1,NA,4,1
2007,1,23,1,NA,5,1,NA,NA,2,3,1,2,NA,4,1
2007,2,67,1,5,3,1,NA,NA,2,3,1,3,NA,4,1
2007,2,34,1,5,1,2,NA,2,1,1,3,1,NA,1,3
2007,1,35,1,15,1,1,NA,NA,2,3,1,1,NA,3,3
2007,1,38,1,14,1,1,NA,NA,2,3,1,1,NA,4,3
2007,1,38,1,2,2,1,NA,NA,2,3,1,3,NA,4,3
2007,1,46,1,22,1,1,NA,NA,2,3,1,3,NA,3,2
2007,2,52,1,NA,1,2,NA,NA,2,3,1,NA,NA,NA,NA
2007,2,72,1,NA,4,2,NA,2,1,3,2,3,NA,2,1
2007,2,43,1,6,5,2,NA,2,1,1,3,1,NA,1,NA
2007,2,52,1,14,1,2,NA,NA,2,3,1,3,NA,3,2
2007,1,38,NA,24,1,1,NA,NA,2,3,1,3,NA,2,NA
2007,1,47,1,6,3,1,NA,NA,2,3,1,1,NA,3,3
2007,1,22,1,6,5,1,NA,NA,2,3,1,1,NA,4,2
2007,2,31,1,7,1,1,NA,2,1,1,3,3,NA,1,1
2007,1,32,1,3,1,1,NA,NA,2,3,1,1,NA,4,1
2007,1,41,1,6,1,1,NA,NA,2,3,1,1,NA,4,3
2007,1,29,1,12,1,1,NA,NA,2,3,1,3,NA,1,2
2007,2,36,1,11,1,1,NA,NA,2,3,1,3,NA,2,3
2007,2,47,1,4,1,2,NA,NA,2,3,1,1,NA,4,1
2007,2,78,1,6,4,2,NA,2,1,3,2,3,NA,4,1
2007,1,39,1,21,1,1,NA,NA,2,3,1,3,NA,3,3
2007,2,54,1,23,1,1,NA,2,1,3,2,1,NA,3,1
2007,2,42,1,4,1,1,NA,NA,2,3,1,NA,NA,4,NA
2007,2,32,1,1,2,2,NA,NA,2,3,1,3,NA,1,3
2007,1,67,1,NA,1,2,NA,NA,2,3,1,2,NA,2,2
2007,1,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,NA,NA,NA
2007,1,56,1,2,3,2,NA,NA,2,3,1,NA,NA,4,3
2007,2,35,1,24,1,1,NA,2,1,1,3,1,NA,1,1
2007,1,70,1,26,1,2,NA,NA,2,3,1,1,NA,1,3
2007,2,84,1,NA,4,2,NA,NA,2,3,1,1,NA,4,3
2007,1,40,1,21,1,1,NA,NA,2,3,1,2,NA,2,1
2007,2,38,1,12,1,1,NA,NA,2,3,1,NA,NA,4,3
2007,2,29,1,12,1,2,NA,NA,2,3,1,3,NA,2,3
2007,2,32,NA,11,1,1,NA,NA,2,3,1,1,NA,3,1
2007,1,53,1,12,1,1,NA,NA,2,3,1,1,NA,3,1
2007,1,57,1,13,1,1,NA,NA,2,3,1,3,NA,3,1
2007,1,39,1,3,1,1,NA,NA,2,3,1,1,NA,4,1
2007,2,46,1,4,3,1,NA,NA,2,3,1,NA,NA,4,3
2007,1,60,1,24,5,2,NA,2,1,1,3,3,NA,1,1
2007,1,24,1,14,5,1,NA,2,1,1,3,1,NA,1,1
2007,1,71,1,6,4,2,NA,NA,2,3,1,NA,NA,3,1
2007,1,26,1,3,1,1,NA,NA,2,3,1,1,NA,4,1
2007,1,50,1,23,1,1,NA,2,1,1,3,1,NA,2,2
2007,1,34,1,23,1,1,NA,NA,2,3,1,2,NA,2,NA
2007,1,34,1,5,1,1,NA,NA,2,3,1,3,NA,4,3
2007,2,50,1,2,3,2,NA,NA,2,3,1,3,NA,4,3
2007,1,30,1,14,1,1,NA,NA,2,3,1,3,NA,4,2
2007,2,60,1,4,4,1,NA,NA,2,3,1,1,NA,4,3
2007,1,23,1,4,1,1,NA,NA,2,3,1,3,NA,2,NA
2007,1,38,1,NA,NA,1,NA,NA,2,3,1,1,NA,1,NA
2007,2,33,NA,24,2,1,NA,2,1,3,2,2,NA,3,1
2007,2,42,1,4,2,1,NA,NA,2,3,1,1,NA,4,3
2007,1,32,1,3,2,1,NA,NA,2,3,1,3,NA,3,3
2007,2,35,1,3,1,1,NA,NA,2,3,1,3,NA,2,NA
2007,1,42,1,3,3,1,NA,2,1,2,2,3,NA,4,3
2007,2,55,1,5,1,1,NA,NA,2,3,1,1,NA,1,2
2007,2,35,1,NA,1,2,NA,NA,2,3,1,3,NA,4,3
2007,1,81,1,NA,1,2,NA,NA,2,3,1,1,NA,3,NA
2007,2,24,1,2,1,1,NA,NA,2,3,1,NA,NA,4,3
2007,2,35,NA,21,3,1,NA,2,1,3,2,1,NA,1,3
2007,2,42,1,24,2,1,NA,NA,2,3,1,1,NA,1,2
2007,2,55,1,2,3,2,NA,NA,2,3,1,1,NA,4,1
2007,1,72,1,NA,1,2,NA,2,1,3,2,1,NA,1,1
2007,2,30,1,4,1,1,NA,NA,2,3,1,1,NA,3,NA
2007,2,67,1,NA,3,2,NA,NA,2,2,1,3,NA,4,NA
2007,2,31,1,3,5,1,NA,1,1,1,3,3,NA,3,3
2007,2,40,NA,4,3,2,NA,NA,2,3,1,3,NA,1,NA
2007,2,25,1,NA,1,2,NA,NA,2,3,1,3,NA,3,NA
2007,2,51,1,2,3,2,NA,NA,2,3,1,3,NA,3,1
2007,2,21,1,12,5,1,NA,2,1,3,2,2,NA,1,3
2007,1,42,1,6,3,1,NA,NA,2,3,1,3,NA,4,3
2007,2,46,1,14,1,1,NA,NA,2,2,1,3,NA,3,NA
2007,2,32,1,7,5,2,NA,NA,2,3,1,NA,NA,3,3
2007,2,40,1,4,1,1,NA,NA,2,3,1,3,NA,2,3
2007,1,27,1,6,5,2,NA,NA,2,3,1,1,NA,3,NA
2007,1,40,1,24,1,1,NA,2,1,3,2,3,NA,2,1
2007,2,54,1,4,1,1,NA,NA,2,3,1,NA,NA,3,3
2007,2,50,1,23,1,1,NA,NA,2,3,1,3,NA,1,2
2007,1,38,1,2,2,2,NA,2,1,3,2,1,NA,1,3
2007,1,41,1,22,1,1,NA,NA,2,3,1,1,NA,3,3
2007,2,43,1,1,3,2,NA,NA,2,3,1,2,NA,4,3
2007,2,68,1,13,1,2,NA,NA,2,3,1,3,NA,4,3
2007,2,70,1,7,4,2,NA,2,1,2,2,3,NA,4,1
2007,2,27,NA,6,2,1,NA,NA,2,3,1,3,NA,4,1
2007,2,71,1,2,1,2,NA,2,1,3,2,1,NA,4,3
2007,1,NA,NA,NA,NA,NA,NA,2,1,1,3,2,NA,4,NA
2007,1,59,1,3,3,2,NA,NA,2,3,1,1,NA,4,1
2007,1,49,1,13,3,1,NA,2,1,1,3,1,NA,4,2
2007,1,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,NA,4,3
2007,1,36,1,11,1,1,NA,NA,2,3,1,1,NA,3,NA
2007,1,25,1,6,3,1,NA,1,1,1,3,2,NA,4,3
2007,2,60,1,5,4,1,NA,NA,2,3,1,3,NA,2,2
2007,1,18,1,3,5,1,NA,NA,2,3,1,1,NA,3,3
2007,2,32,1,6,1,2,NA,NA,2,3,1,1,NA,4,NA
2007,1,38,1,23,1,1,NA,NA,2,3,1,1,NA,4,3
2007,2,45,1,12,3,1,NA,NA,2,3,1,2,NA,4,1
2007,2,67,1,4,1,1,NA,2,1,1,3,3,NA,4,1
2007,2,42,NA,3,1,1,NA,NA,2,3,1,2,NA,4,1
2007,2,25,1,22,1,2,NA,2,1,1,3,NA,NA,2,1
2007,2,35,1,NA,1,2,NA,NA,2,3,1,3,NA,4,NA
2007,2,29,1,22,5,1,NA,NA,2,3,1,1,NA,1,1
2007,2,27,1,1,1,2,NA,NA,2,3,1,1,NA,4,3
2007,1,36,1,12,5,1,NA,2,1,2,2,1,NA,1,2
2007,2,30,1,6,3,1,NA,2,1,3,2,3,NA,4,2
2007,2,28,1,NA,1,1,NA,NA,2,3,1,1,NA,3,NA
2007,2,26,1,2,1,2,NA,NA,2,3,1,3,NA,4,3
2007,1,42,1,4,1,1,NA,NA,2,3,1,1,NA,3,3
2007,1,34,1,4,1,1,NA,NA,2,3,1,3,NA,4,3
2007,2,38,1,NA,1,2,NA,NA,2,3,1,2,NA,1,3
2007,2,41,1,11,1,2,NA,NA,2,3,1,1,NA,1,3
2007,2,20,1,3,5,1,NA,NA,2,3,1,1,NA,NA,NA
2007,2,77,1,NA,1,2,NA,2,1,1,3,2,NA,1,2
2007,2,21,1,11,2,2,NA,2,1,3,2,1,NA,4,3
2007,2,71,1,21,4,1,NA,2,1,2,2,NA,NA,1,1
2007,2,46,1,4,1,2,NA,NA,2,3,1,3,NA,2,NA
2007,1,39,1,3,1,2,NA,1,1,3,2,NA,NA,4,NA
2007,1,21,1,15,5,1,NA,2,1,3,2,1,NA,4,3
2007,2,52,1,3,3,2,NA,NA,2,3,1,3,NA,4,NA
2007,1,19,1,NA,5,1,NA,NA,2,3,1,3,NA,4,3
2007,1,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,4,3
2007,2,25,1,NA,1,2,NA,NA,2,3,1,NA,NA,3,3
2007,1,75,1,NA,1,2,NA,NA,2,3,1,3,NA,1,3
2007,2,39,1,12,1,1,NA,NA,2,3,1,3,NA,2,1
2007,1,35,1,NA,5,1,NA,NA,2,3,1,3,NA,3,3
2007,1,30,1,5,2,1,NA,NA,2,3,1,1,NA,4,NA
2007,2,26,1,11,1,2,NA,NA,2,3,1,1,NA,3,1
2007,2,57,1,7,5,2,NA,NA,2,3,1,NA,NA,3,NA
2007,2,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,NA,4,3
2007,2,40,1,1,3,2,NA,NA,2,3,1,3,NA,1,3
2007,2,56,1,21,1,2,NA,NA,2,3,1,NA,NA,1,1
2007,1,73,1,NA,1,2,NA,2,1,2,2,3,NA,2,3
2007,2,66,1,11,4,2,NA,2,1,1,3,3,NA,2,1
2007,1,47,1,21,1,1,NA,NA,2,3,1,3,NA,1,2
2007,2,30,1,NA,5,1,NA,NA,2,3,1,1,NA,2,3
2007,2,34,1,2,5,2,NA,NA,2,3,1,3,NA,4,1
2007,1,27,1,12,5,1,NA,2,1,3,2,1,NA,3,1
2007,2,29,1,13,1,1,NA,2,1,NA,2,3,NA,1,3
2007,2,35,1,NA,3,1,NA,NA,2,3,1,1,NA,3,3
2007,2,40,1,2,4,1,NA,NA,2,3,1,2,NA,4,3
2007,2,52,1,1,1,2,NA,NA,2,3,1,3,NA,4,3
2007,1,56,1,21,1,1,NA,1,1,1,3,1,NA,1,3
2007,2,71,1,NA,4,2,NA,1,1,1,3,3,NA,1,1
2007,2,NA,1,7,1,1,NA,NA,2,3,1,NA,NA,3,NA
2007,1,32,1,NA,1,1,NA,NA,2,3,1,2,NA,1,2
2007,1,36,1,NA,1,2,NA,2,1,2,2,1,NA,3,3
2007,2,26,1,5,1,2,NA,NA,2,3,1,1,NA,3,3
2007,2,34,1,22,1,1,NA,2,1,3,2,3,NA,1,3
2007,1,58,1,13,1,2,NA,2,1,1,3,2,NA,4,2
2007,2,33,1,2,3,1,NA,2,1,3,2,3,NA,4,3
2007,1,35,1,22,4,1,NA,NA,2,3,1,3,NA,4,3
2007,2,70,1,21,1,2,NA,NA,2,3,1,1,NA,1,NA
2007,2,29,1,4,2,2,NA,NA,2,3,1,3,NA,4,NA
2007,1,64,1,23,1,2,NA,2,1,1,3,1,NA,3,1
2007,2,47,1,3,5,2,NA,NA,2,3,1,3,NA,4,NA
2007,2,24,1,4,1,2,NA,NA,2,3,1,3,NA,3,NA
2007,2,39,1,1,1,2,NA,NA,2,3,1,2,NA,4,NA
2007,1,50,1,5,5,1,NA,2,1,2,2,3,NA,3,3
2007,2,30,1,4,1,2,NA,NA,2,3,1,NA,NA,4,NA
2007,1,24,1,3,5,1,NA,2,1,1,3,1,NA,2,1
2007,2,56,1,5,4,2,NA,NA,2,2,1,3,NA,2,3
2007,1,39,1,11,2,1,NA,NA,2,3,1,3,NA,4,3
2007,2,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,NA,4,1
2007,2,65,1,1,2,2,NA,2,1,1,3,3,NA,2,2
2007,1,28,1,22,1,1,NA,2,1,2,2,NA,NA,3,1
2007,2,40,1,2,1,1,NA,NA,2,3,1,3,NA,4,1
2007,1,47,1,13,1,1,NA,NA,2,3,1,1,NA,4,1
2007,2,45,1,12,1,1,NA,NA,2,3,1,1,NA,3,NA
2007,2,67,1,12,1,1,NA,1,1,1,3,3,NA,1,1
2007,1,49,1,11,1,1,NA,NA,2,3,1,2,NA,3,3
2007,2,64,1,24,4,1,NA,NA,2,3,1,1,NA,1,2
2007,2,68,1,1,3,2,NA,NA,2,3,1,1,NA,3,NA
2007,1,29,NA,22,1,1,NA,2,1,2,2,1,NA,1,3
2007,1,38,1,3,5,2,NA,2,1,3,2,1,NA,1,NA
2007,2,59,1,2,1,2,NA,NA,2,3,1,3,NA,4,3
2007,1,54,1,5,1,2,NA,NA,2,3,1,1,NA,2,3
2007,2,19,1,NA,5,2,NA,2,1,3,2,3,NA,2,3
2007,2,NA,1,NA,1,1,NA,NA,2,3,1,NA,NA,1,NA
2007,1,50,1,14,3,1,NA,NA,2,1,1,3,NA,1,3
2007,2,50,1,3,1,2,NA,NA,2,3,1,1,NA,3,NA
2007,1,28,1,5,2,1,NA,NA,2,3,1,NA,NA,1,NA
2007,2,27,1,6,1,2,NA,NA,2,3,1,1,NA,3,NA
2007,2,42,1,4,3,1,NA,NA,2,3,1,3,NA,3,3
2007,2,60,1,NA,5,1,NA,NA,2,3,1,3,NA,1,1
2007,2,18,1,NA,5,2,NA,2,1,3,2,1,NA,4,NA
2007,2,31,1,14,3,1,NA,2,1,2,2,1,NA,4,NA
2007,2,62,1,2,3,2,NA,NA,2,3,1,3,NA,1,1
2007,2,47,1,4,1,1,NA,NA,2,3,1,1,NA,3,1
2007,1,49,1,4,3,1,NA,2,1,1,3,3,NA,1,1
2007,1,36,1,23,1,1,NA,NA,2,3,1,1,NA,3,3
2007,2,30,1,NA,1,2,NA,NA,2,3,1,3,NA,3,NA
2007,2,37,1,12,1,1,NA,2,1,2,2,1,NA,4,1
2007,1,26,1,12,1,1,NA,NA,2,3,1,2,NA,4,3
2007,1,41,1,2,1,1,NA,NA,2,3,1,2,NA,3,1
2007,1,62,1,5,1,1,NA,NA,2,3,1,1,NA,4,NA
2007,1,31,1,5,3,1,NA,NA,2,3,1,3,NA,3,3
2007,2,38,1,14,1,1,NA,2,1,3,2,3,NA,3,1
2007,1,55,1,12,2,1,NA,NA,2,3,1,1,NA,2,1
2007,2,25,1,1,2,2,NA,NA,2,3,1,3,NA,3,NA
2007,2,43,1,14,1,1,NA,NA,2,3,1,2,NA,4,1
2007,2,38,1,1,1,1,NA,NA,2,3,1,3,NA,2,3
2007,2,33,1,3,5,2,NA,NA,2,3,1,3,NA,4,3
2007,1,22,1,13,5,1,NA,2,1,2,2,1,NA,4,1
2007,2,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,NA,2,3
2007,1,19,1,2,5,2,NA,NA,2,3,1,3,NA,2,2
2007,1,88,1,2,1,2,NA,NA,2,3,1,3,NA,1,NA
2007,2,30,1,3,1,2,NA,NA,2,3,1,2,NA,4,3
2007,2,26,1,3,1,1,NA,2,1,1,3,3,NA,1,1
2007,2,50,1,2,3,1,NA,NA,2,3,1,3,NA,3,3
2007,2,40,1,NA,5,2,NA,2,1,2,2,2,NA,1,NA
2007,2,66,1,NA,1,2,NA,2,1,3,2,NA,NA,1,NA
2007,1,45,1,2,5,2,NA,2,1,1,3,1,NA,3,1
2007,1,67,1,2,1,1,NA,NA,2,3,1,2,NA,1,NA
2007,2,65,1,NA,1,2,NA,NA,2,3,1,NA,NA,4,NA
2007,2,18,1,3,2,2,NA,2,1,2,2,1,NA,2,3
2007,2,36,1,11,1,1,NA,2,1,3,2,3,NA,4,1
2007,2,33,1,NA,1,2,NA,NA,2,3,1,1,NA,4,NA
2007,2,27,1,1,1,1,NA,NA,2,3,1,3,NA,4,NA
2007,2,45,1,5,1,1,NA,NA,2,3,1,3,NA,4,3
2007,1,54,1,6,3,1,NA,NA,2,3,1,3,NA,2,1
2007,2,32,NA,26,1,1,NA,2,1,1,3,NA,NA,1,1
2007,2,25,1,4,1,1,NA,NA,2,3,1,3,NA,3,3
2007,2,25,1,NA,1,2,NA,NA,2,3,1,3,NA,1,NA
2007,1,31,1,NA,5,2,NA,NA,2,3,1,NA,NA,1,1
2007,1,36,1,5,1,1,NA,NA,2,3,1,3,NA,4,3
2007,1,66,1,1,1,2,NA,NA,2,3,1,3,NA,4,1
2007,1,42,1,12,1,1,NA,NA,2,3,1,3,NA,1,2
2007,2,60,1,NA,1,2,NA,NA,2,3,1,3,NA,4,3
2007,1,47,1,6,3,1,NA,NA,2,3,1,2,NA,4,1
2007,2,22,1,1,1,2,NA,2,1,3,2,3,NA,4,1
2007,2,24,1,5,1,2,NA,NA,2,3,1,1,NA,4,3
2007,2,45,1,3,1,2,NA,NA,2,3,1,3,NA,2,NA
2007,2,65,1,2,4,2,NA,NA,2,3,1,NA,NA,1,NA
2007,2,40,1,21,5,1,NA,2,1,2,2,3,NA,2,2
2007,2,24,1,5,5,1,NA,NA,2,3,1,2,NA,1,3
2007,2,21,1,3,5,1,NA,NA,2,3,1,1,NA,4,NA
2007,2,79,1,NA,4,2,NA,NA,2,3,1,3,NA,2,3
2007,2,25,1,21,3,1,NA,2,1,3,2,1,NA,1,2
2007,2,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,4,3
2007,1,63,1,5,1,2,NA,NA,2,3,1,2,NA,4,3
2007,2,34,1,2,3,1,NA,NA,2,3,1,3,NA,3,3
2007,2,19,1,5,5,1,NA,2,1,3,2,1,NA,2,3
2007,2,40,1,4,1,2,NA,NA,2,3,1,3,NA,4,NA
2007,2,33,1,11,1,1,NA,NA,2,3,1,1,NA,3,3
2007,2,79,1,21,4,2,NA,NA,2,3,1,3,NA,4,1
2007,2,47,1,NA,1,2,NA,NA,2,3,1,1,NA,4,3
2007,1,39,1,5,1,1,NA,NA,2,3,1,1,NA,1,3
2007,2,54,1,NA,5,1,NA,NA,2,3,1,3,NA,1,3
2007,1,56,1,21,1,1,NA,2,1,3,2,1,NA,4,1
2007,2,32,1,NA,1,NA,NA,NA,2,3,1,3,NA,2,3
2007,2,35,1,14,1,2,NA,NA,2,3,1,1,NA,3,NA
2007,2,54,1,4,1,1,NA,NA,2,3,1,1,NA,4,1
2007,1,68,1,NA,1,NA,NA,2,1,1,3,NA,NA,1,3
2007,1,54,1,6,1,1,NA,2,1,3,2,3,NA,1,1
2007,2,37,1,6,1,2,NA,NA,2,3,1,3,NA,3,3
2007,2,35,1,6,3,1,NA,NA,2,3,1,3,NA,3,3
2007,2,31,1,7,1,2,NA,NA,2,3,1,1,NA,3,3
2007,2,67,1,7,3,2,NA,NA,2,3,1,3,NA,1,1
2007,1,60,1,21,1,1,NA,NA,2,3,1,1,NA,4,3
